Won,Kills,Deaths,Assists,Dragons,Minions killed
red,3,12,2,0,228
red,4,7,4,0,248
blue,10,5,4,0,242
red,7,4,11,0,213
red,11,8,13,0,188
red,5,6,3,0,201
blue,14,12,11,0,218
red,0,4,0,0,198
red,5,14,2,1,219
blue,6,1,7,0,226
red,3,7,3,0,208
blue,11,7,11,0,234
blue,9,2,8,1,221
blue,5,4,4,1,236
blue,6,7,6,1,217
red,8,5,4,0,244
red,3,2,4,1,234
red,10,6,8,1,203
red,2,8,2,0,191
blue,5,9,2,0,226
blue,7,2,6,0,230
red,5,6,5,0,212
blue,2,3,2,1,194
blue,9,4,9,0,195
blue,5,7,7,0,182
blue,8,2,9,1,220
red,4,6,4,0,230
red,8,2,15,0,196
blue,9,5,16,0,198
blue,13,12,13,0,186
red,6,10,9,0,167
blue,8,7,14,1,181
blue,9,8,12,1,218
red,6,8,4,0,201
red,5,5,8,0,212
red,5,9,6,0,208
blue,5,6,2,1,226
blue,5,2,2,1,234
red,5,3,4,0,214
red,6,9,2,0,201
blue,10,1,5,0,251
blue,9,6,12,1,215
blue,2,6,2,0,246
red,6,5,6,0,223
red,8,6,9,0,245
blue,5,6,6,0,215
red,8,4,15,1,228
blue,9,0,10,1,237
red,8,6,6,1,216
blue,7,2,10,1,243
red,3,12,3,0,200
blue,7,3,4,1,248
red,0,5,0,0,205
red,8,4,11,0,245
red,5,8,6,0,247
red,2,9,2,0,197
red,4,6,8,1,172
red,4,4,3,0,232
red,5,5,8,0,177
blue,4,2,2,0,225
red,8,11,5,0,195
red,5,5,2,0,221
red,6,9,5,0,212
red,4,7,3,0,225
blue,6,1,7,0,264
blue,9,1,8,0,234
blue,6,7,10,0,212
blue,9,1,12,0,249
blue,10,5,7,1,231
red,4,7,2,1,227
blue,6,1,4,0,230
red,1,4,1,0,229
blue,4,7,4,1,237
blue,7,8,9,1,221
blue,7,3,11,0,237
blue,12,10,13,1,216
blue,7,2,7,0,226
red,4,7,3,0,223
red,8,9,9,1,205
blue,8,4,9,1,231
blue,5,10,1,0,216
red,3,11,2,0,200
blue,10,2,9,1,231
blue,4,6,2,0,192
red,5,4,5,0,200
blue,2,3,1,0,237
red,7,5,6,0,207
red,5,8,6,0,204
blue,3,4,4,0,246
blue,10,2,7,1,241
blue,5,4,3,1,207
blue,5,6,7,1,213
blue,8,6,9,0,217
blue,8,2,10,1,216
blue,12,5,10,0,229
blue,6,0,6,1,191
blue,8,5,16,1,179
blue,8,7,9,1,209
blue,6,4,6,0,201
blue,8,4,10,1,222
blue,2,5,1,0,224
blue,8,7,10,1,201
blue,6,5,3,1,247
blue,7,8,3,0,200
red,7,8,8,1,215
red,5,6,3,1,227
red,6,7,7,0,237
blue,8,6,9,0,232
blue,9,8,13,0,244
red,2,4,2,0,231
blue,5,0,4,0,231
blue,8,2,10,0,239
red,6,4,11,0,197
blue,5,6,5,1,245
red,4,8,3,0,184
blue,4,9,4,0,184
blue,3,1,2,0,233
red,4,11,3,0,225
blue,8,2,6,1,232
red,1,6,2,0,220
red,6,6,9,1,195
blue,9,3,9,0,191
red,7,8,15,1,167
red,3,6,3,0,226
red,5,11,2,0,187
blue,4,4,8,0,243
red,2,12,3,0,203
red,7,11,11,0,198
red,5,8,4,0,193
blue,10,6,6,0,235
blue,3,5,6,1,246
blue,7,6,10,0,230
blue,5,8,6,0,196
red,11,7,15,1,241
blue,14,7,14,1,244
blue,8,2,8,0,222
red,7,5,9,0,242
blue,5,10,5,0,171
red,6,8,4,1,215
blue,7,6,6,0,227
blue,8,4,15,0,219
blue,6,4,8,1,232
blue,7,8,10,1,221
blue,7,5,8,1,224
blue,12,6,8,1,224
blue,7,6,6,0,238
blue,12,6,13,1,223
blue,6,2,8,0,204
red,7,9,8,0,231
blue,6,1,6,0,259
blue,8,3,10,1,256
red,5,8,3,0,212
red,7,12,10,0,184
red,3,8,2,1,234
blue,10,3,3,1,272
blue,8,8,14,0,185
red,0,8,0,0,211
red,3,8,4,0,217
red,2,6,4,1,214
red,3,8,4,0,188
red,9,8,8,1,228
blue,8,1,11,1,233
blue,6,5,3,1,196
blue,13,6,18,1,220
blue,6,2,6,1,203
blue,7,5,9,1,189
red,4,11,3,0,203
blue,3,9,4,0,174
red,9,8,7,0,197
blue,6,4,10,1,262
blue,3,3,6,0,186
blue,6,10,7,0,192
blue,6,4,5,1,200
blue,6,4,5,0,217
blue,7,8,4,1,216
red,10,11,14,1,216
blue,10,1,10,1,250
red,3,5,4,0,216
red,7,9,4,0,170
blue,8,3,8,0,247
red,3,9,0,0,213
red,2,9,4,0,220
red,1,5,3,0,213
red,5,6,5,0,207
blue,13,7,12,0,244
red,6,6,7,0,210
red,8,9,5,1,177
blue,7,4,6,1,196
blue,5,3,5,0,245
blue,13,6,13,1,249
blue,3,4,4,1,209
red,6,9,6,0,188
blue,4,5,3,0,229
blue,7,3,5,1,215
red,5,6,3,0,197
blue,5,7,7,0,211
red,3,5,3,0,244
red,5,15,6,0,201
blue,11,5,11,1,178
red,4,13,3,0,174
blue,5,5,4,0,250
red,4,8,5,0,235
red,9,7,10,1,207
red,3,9,3,0,206
blue,5,4,5,1,219
red,5,13,4,0,186
red,2,7,1,0,220
blue,3,7,4,1,261
blue,9,4,4,0,227
blue,10,7,11,0,212
blue,4,6,4,1,193
red,3,7,0,0,220
red,3,1,5,1,236
red,2,5,4,0,228
blue,3,8,3,1,224
blue,10,6,10,0,212
red,8,10,11,0,181
red,8,4,12,1,222
red,3,7,5,0,221
blue,7,4,14,0,236
blue,9,10,5,1,197
red,6,8,6,1,203
red,9,12,9,1,154
red,5,7,8,1,201
blue,6,7,6,0,194
red,4,7,5,0,212
blue,1,4,0,1,244
red,2,7,2,0,189
red,3,6,3,0,225
blue,6,12,6,0,211
blue,8,6,7,0,205
red,8,8,9,0,219
red,4,9,5,0,204
red,2,9,2,0,199
blue,9,6,16,0,191
blue,8,7,7,1,219
red,7,5,8,0,247
red,5,6,3,1,228
blue,6,4,6,0,204
blue,9,7,7,0,222
red,1,8,1,0,231
blue,6,11,8,1,204
blue,10,7,8,1,212
blue,3,5,2,1,221
red,3,8,1,0,193
red,7,8,6,0,167
blue,8,5,7,1,233
blue,9,4,10,0,235
red,8,6,18,0,206
red,5,5,7,0,224
red,5,7,2,0,180
red,8,9,10,1,186
red,6,15,8,0,158
red,5,9,3,1,211
blue,5,3,3,1,241
blue,7,4,3,0,245
red,9,3,12,0,215
blue,11,3,19,1,226
red,2,6,3,0,225
red,6,10,7,1,202
red,5,4,4,0,261
blue,9,10,10,0,216
blue,7,4,5,1,239
red,2,9,1,0,199
red,4,8,2,0,204
red,1,4,2,0,232
red,2,9,3,0,238
red,1,8,2,0,196
red,3,8,4,0,221
blue,11,6,9,1,227
red,4,5,7,0,242
red,3,10,3,0,201
blue,5,1,5,1,244
blue,8,11,8,0,186
blue,9,1,8,0,239
red,1,7,1,0,215
blue,12,6,12,1,197
blue,8,5,8,0,224
red,1,11,0,0,199
red,5,11,5,0,232
red,9,6,9,1,239
red,5,8,6,0,206
blue,10,5,8,1,194
red,3,6,3,0,240
blue,12,6,16,0,216
red,3,7,3,0,224
red,2,10,1,0,164
red,4,4,4,0,243
blue,12,7,13,0,214
red,10,11,7,0,212
blue,11,6,9,0,212
red,0,4,0,0,225
blue,13,3,11,1,214
blue,8,8,7,1,229
blue,8,2,11,1,216
blue,10,5,8,0,203
red,8,8,6,1,177
red,4,6,4,1,204
blue,5,3,4,1,245
blue,8,6,8,1,199
red,9,7,8,0,181
blue,6,3,5,1,254
red,4,6,7,1,230
red,3,4,3,0,252
blue,6,10,4,0,190
blue,4,2,4,0,236
red,5,7,5,1,216
red,7,8,9,1,159
red,11,9,13,1,167
blue,6,2,6,1,263
blue,13,7,13,1,215
blue,11,5,9,1,245
red,7,12,2,0,162
red,4,13,3,0,198
red,8,6,5,0,218
blue,10,6,12,1,220
red,7,10,2,1,217
blue,5,0,4,1,257
blue,1,5,0,0,238
blue,12,9,13,0,204
red,9,5,9,0,216
blue,6,5,5,0,206
blue,4,4,6,0,221
blue,6,7,7,1,203
blue,13,5,14,0,220
blue,7,4,10,0,232
red,2,3,2,0,215
blue,4,2,2,1,235
red,6,12,6,1,178
red,6,9,8,1,237
blue,4,7,2,0,235
blue,9,3,7,0,226
red,4,4,4,0,235
red,4,4,9,1,226
blue,8,3,8,0,225
red,3,8,2,0,231
blue,9,6,8,0,203
blue,4,7,6,1,210
red,9,4,10,1,226
red,1,6,0,0,223
blue,9,6,10,0,185
blue,8,5,8,1,221
red,5,8,4,0,203
red,7,4,9,0,218
red,3,9,4,0,181
blue,9,2,8,1,253
blue,5,3,4,1,260
red,4,8,3,0,216
blue,6,3,6,0,228
red,3,8,1,0,206
red,2,13,1,0,203
blue,10,10,7,0,202
red,3,6,5,1,230
red,8,6,8,0,192
red,4,8,4,0,186
blue,7,3,7,0,219
blue,7,2,8,1,219
blue,12,3,14,0,228
red,7,5,8,1,238
red,4,4,6,0,213
red,5,22,4,0,138
blue,4,5,4,1,236
blue,6,10,5,0,214
red,4,2,5,0,248
red,8,11,7,0,234
blue,9,4,9,0,238
blue,6,6,8,1,196
blue,5,2,4,0,240
red,5,5,7,0,170
red,2,5,4,0,235
blue,10,4,15,1,210
blue,6,10,4,0,185
blue,7,5,7,0,227
blue,6,3,5,1,238
red,3,10,1,0,188
blue,6,5,5,0,210
blue,7,3,8,1,223
blue,6,4,5,0,208
blue,5,6,5,1,228
blue,6,6,6,1,227
blue,10,5,11,1,222
blue,1,2,1,0,229
blue,6,4,6,1,213
blue,4,2,3,1,261
red,6,10,6,1,210
red,5,11,5,0,231
red,8,9,11,0,218
red,6,8,8,0,158
blue,13,5,15,0,218
blue,11,5,7,1,227
blue,16,5,16,1,207
red,4,3,5,1,200
blue,15,13,15,1,195
blue,9,9,18,0,182
blue,10,7,13,0,224
blue,7,5,8,0,214
blue,7,2,9,0,222
blue,6,3,8,0,210
blue,10,8,7,0,220
blue,8,10,8,0,170
red,7,5,9,0,212
blue,7,4,6,0,214
blue,8,5,12,0,242
red,5,8,5,0,201
blue,9,4,5,1,206
red,8,8,10,0,256
red,7,7,8,0,239
red,6,9,7,1,173
blue,4,2,5,0,233
red,6,6,9,0,181
blue,3,1,2,0,262
blue,6,3,7,1,225
blue,10,3,10,1,219
blue,3,4,1,0,241
blue,12,6,17,1,208
red,8,6,12,1,199
red,3,3,5,0,243
blue,9,7,7,0,244
blue,10,3,12,0,236
red,9,8,12,1,175
red,5,7,13,1,251
red,7,6,8,1,209
red,6,3,7,0,180
blue,4,9,4,1,220
blue,7,6,8,0,208
red,2,7,1,0,221
red,4,8,3,0,207
blue,9,5,6,1,222
blue,11,6,12,0,231
red,5,6,4,1,228
blue,2,8,1,1,192
blue,4,8,5,0,174
red,10,13,6,0,245
red,6,6,7,1,218
red,1,5,2,0,193
red,6,5,7,0,232
red,3,8,6,0,244
blue,8,5,9,1,220
red,3,6,6,0,181
red,6,5,5,0,237
red,2,11,4,0,178
blue,6,0,8,1,244
blue,10,5,9,1,244
red,5,10,2,0,226
blue,4,6,3,0,225
red,6,7,4,0,205
blue,5,2,5,0,207
red,9,6,10,1,186
blue,7,2,5,0,216
blue,11,4,7,1,214
red,5,7,3,0,229
blue,8,9,9,0,202
blue,4,6,4,0,164
red,6,3,10,0,203
red,2,11,4,1,215
red,4,6,7,0,243
red,6,12,4,0,209
red,3,11,3,0,221
blue,5,1,4,0,255
red,1,8,2,0,216
red,3,3,1,0,187
red,10,7,12,1,168
red,7,6,8,0,189
blue,7,5,4,1,208
blue,12,2,13,1,206
blue,8,8,6,0,215
blue,9,1,10,1,209
red,4,9,3,0,216
red,6,9,3,1,198
red,4,7,4,0,213
blue,3,3,3,0,221
red,4,12,3,0,212
blue,10,7,16,1,225
blue,9,5,7,0,230
blue,7,7,10,1,220
red,4,7,2,1,184
red,3,6,4,0,190
blue,12,5,7,1,195
red,4,10,7,0,181
blue,11,6,15,0,239
blue,11,3,15,1,223
blue,6,3,6,0,234
red,2,6,2,0,223
blue,6,6,2,1,229
blue,12,3,14,1,191
red,1,10,0,0,212
blue,6,10,5,1,198
blue,9,3,12,0,239
blue,7,6,10,0,233
red,2,5,2,0,241
red,5,7,3,1,205
blue,5,6,5,0,221
red,5,8,9,0,199
blue,4,4,5,0,223
red,5,7,3,0,237
red,7,8,5,0,209
red,7,8,10,1,239
blue,6,3,12,0,212
red,3,5,7,1,227
blue,6,10,7,0,211
red,3,7,1,0,229
red,4,2,3,0,226
blue,5,6,7,0,203
red,10,6,9,0,222
red,5,4,5,0,257
blue,4,4,5,1,231
red,1,4,0,0,258
blue,10,6,11,1,215
red,1,6,1,0,235
red,5,7,6,0,210
blue,7,2,10,0,226
blue,9,7,16,1,206
red,5,4,4,0,219
red,4,7,6,0,192
blue,4,8,4,0,217
red,6,6,4,1,217
blue,8,7,10,0,185
blue,13,8,11,0,235
red,5,6,3,0,228
red,2,5,0,1,199
red,6,11,9,0,191
red,2,3,3,0,230
red,3,9,3,0,205
red,7,7,4,1,229
red,1,6,0,1,232
red,6,5,8,0,225
red,7,8,6,1,231
red,6,3,6,1,236
red,3,11,2,0,190
blue,7,4,10,0,199
blue,10,3,12,1,230
blue,10,3,6,1,248
red,8,5,9,0,226
red,3,10,4,0,163
red,2,8,1,0,203
blue,7,6,7,0,204
blue,9,12,5,0,222
red,9,10,9,0,191
red,7,7,5,0,194
red,5,5,4,1,219
red,2,13,2,1,201
red,5,9,5,0,195
red,8,13,5,0,180
red,3,6,3,0,204
blue,3,5,2,1,220
blue,6,1,7,1,234
red,3,7,3,0,201
blue,8,1,6,0,223
red,3,6,3,0,226
blue,9,5,10,1,209
blue,13,3,15,0,235
red,3,6,3,0,200
blue,8,6,8,1,223
blue,7,2,9,0,219
blue,8,9,7,0,218
blue,4,9,3,1,209
blue,4,5,6,1,240
blue,7,8,7,0,211
blue,3,4,3,1,226
red,3,6,4,0,217
red,10,7,11,1,230
blue,1,4,0,0,242
blue,4,3,4,1,233
blue,13,7,14,1,225
blue,10,6,12,1,223
red,9,8,9,1,210
blue,8,5,9,1,215
blue,7,7,5,0,213
red,5,7,5,0,220
red,3,6,5,1,209
red,9,6,10,1,190
red,6,7,6,0,193
red,8,9,5,0,217
red,2,7,1,1,211
blue,7,6,7,0,181
blue,10,6,10,1,228
red,4,9,4,0,229
red,4,6,3,0,218
red,4,5,3,0,219
red,2,7,4,1,232
red,6,9,7,0,219
red,6,4,8,0,197
blue,6,4,8,1,240
red,6,7,5,1,220
red,12,3,14,1,234
blue,10,4,4,0,249
red,2,6,4,0,225
red,8,3,8,1,239
red,9,7,7,1,236
red,6,9,5,0,213
red,4,10,2,0,169
blue,9,6,10,1,209
blue,10,6,17,0,221
blue,3,7,3,0,200
red,11,11,8,1,178
blue,8,4,9,0,209
red,10,9,14,0,213
red,9,10,8,1,215
red,1,9,1,0,186
red,7,7,7,0,236
red,5,6,11,0,226
blue,8,17,7,0,192
red,3,10,3,0,202
blue,10,4,6,0,226
red,1,2,2,0,174
red,8,3,14,1,191
red,3,8,3,0,185
blue,10,6,8,0,219
red,3,8,3,0,199
red,7,9,6,0,196
red,6,6,5,0,189
red,2,9,1,0,232
blue,10,4,11,0,219
red,7,11,6,0,224
blue,9,1,12,1,225
blue,7,6,8,0,216
red,4,9,5,0,232
red,3,5,2,1,236
blue,9,8,8,0,230
blue,10,9,7,1,215
red,1,5,2,0,235
blue,4,11,2,0,216
red,8,4,10,0,239
blue,10,5,11,1,206
blue,4,5,4,0,209
red,4,8,5,0,233
red,3,4,6,0,206
blue,7,4,9,0,219
blue,7,3,4,1,246
red,2,6,1,1,232
red,4,7,5,0,241
blue,3,1,3,0,270
blue,7,2,8,0,219
red,4,10,4,0,188
blue,3,5,3,1,210
blue,5,3,2,0,233
blue,7,0,9,1,259
blue,14,7,13,0,213
blue,9,8,11,0,220
blue,14,9,18,1,210
blue,8,7,8,0,204
red,7,4,7,0,205
blue,12,10,13,0,226
red,5,8,8,0,189
red,2,4,3,1,217
red,6,14,4,0,188
red,3,1,3,0,232
red,5,8,4,0,239
blue,9,11,12,0,167
red,7,9,8,1,189
red,12,10,13,0,193
red,8,9,7,1,218
blue,4,5,3,0,254
blue,4,3,4,0,261
red,6,5,6,0,207
red,4,14,2,0,211
red,5,3,5,0,221
blue,8,2,5,0,227
red,7,4,12,1,229
red,3,3,4,0,241
blue,9,6,9,1,246
red,1,12,0,0,140
blue,10,6,13,1,250
red,3,4,4,1,185
red,7,9,9,0,195
blue,8,8,11,0,193
red,5,3,2,0,223
blue,6,5,9,0,180
blue,9,3,9,1,249
blue,6,4,9,1,222
red,3,10,4,1,213
red,3,3,1,0,242
blue,12,5,19,0,248
red,3,10,1,0,210
blue,5,10,3,0,219
blue,8,7,7,1,193
red,4,6,1,1,190
red,4,10,5,1,242
red,6,9,8,0,221
blue,8,6,6,1,188
red,1,9,0,0,221
blue,4,6,4,1,229
red,6,4,5,0,244
red,3,5,4,0,221
red,6,10,7,0,207
red,4,4,7,0,253
red,4,8,6,0,178
red,4,6,7,0,217
red,2,10,1,0,184
blue,9,10,9,0,211
blue,12,10,10,1,183
blue,11,3,12,1,226
red,8,6,7,0,238
blue,7,1,6,1,225
blue,10,11,7,0,214
red,3,3,2,1,235
blue,13,7,11,0,212
red,2,9,3,0,213
blue,9,8,8,0,227
red,3,8,4,0,210
blue,10,10,3,0,195
red,3,9,0,0,189
blue,10,5,8,1,231
blue,8,8,5,1,244
red,1,4,0,0,202
red,10,4,10,0,219
blue,8,5,7,1,212
red,8,7,9,0,210
red,5,6,9,1,173
red,0,11,0,0,206
red,2,3,1,0,201
blue,10,7,11,1,189
blue,5,6,5,1,231
red,7,6,10,0,185
blue,9,3,6,1,251
blue,6,6,7,0,209
blue,7,3,8,0,187
blue,12,7,14,1,183
red,4,8,0,0,210
blue,4,4,4,1,228
red,10,6,11,1,219
blue,4,5,7,0,213
red,6,10,4,0,188
blue,7,7,9,0,209
blue,12,8,15,1,221
red,1,4,1,0,194
blue,12,9,9,1,195
blue,7,4,6,1,239
red,7,10,11,0,195
red,7,10,7,0,198
red,4,6,7,0,207
blue,5,4,5,0,195
red,7,3,6,1,232
blue,5,1,5,0,219
blue,3,4,3,1,219
red,9,5,10,0,198
red,5,11,4,0,221
blue,5,7,6,0,207
blue,9,9,6,1,217
red,3,7,3,0,224
blue,6,2,9,1,233
blue,6,5,3,1,253
blue,5,2,5,1,242
blue,6,5,5,1,234
blue,4,5,2,0,221
blue,10,5,8,0,218
blue,10,7,16,1,201
red,4,7,4,0,242
blue,3,6,4,1,224
red,9,9,11,1,213
red,8,8,10,1,205
red,5,10,4,0,223
red,6,7,10,1,187
blue,7,3,8,0,254
red,5,8,10,0,195
red,9,5,9,0,242
red,5,12,8,0,153
blue,3,5,3,1,248
blue,4,0,6,1,220
red,7,6,7,0,217
blue,6,7,6,1,230
blue,7,5,11,1,243
red,10,6,8,0,208
red,7,8,7,1,222
red,3,10,2,0,179
blue,6,7,4,0,213
blue,4,3,2,1,258
red,2,8,2,0,235
red,6,6,10,1,232
red,1,6,1,0,203
blue,8,8,8,0,237
red,4,3,5,0,228
red,8,3,9,1,195
blue,7,6,7,1,205
red,9,3,10,1,237
red,4,13,7,1,197
red,2,9,3,1,189
red,7,5,8,0,190
blue,10,5,12,1,208
blue,8,7,8,1,226
blue,9,9,13,1,191
blue,7,7,9,1,214
blue,4,4,4,1,237
blue,12,2,18,0,221
blue,8,3,11,1,241
red,4,7,5,0,212
blue,8,6,10,1,205
blue,2,4,2,0,236
red,7,5,10,0,237
blue,9,11,4,0,202
red,1,5,1,0,211
red,6,10,7,0,222
red,4,8,5,0,201
blue,3,5,1,1,211
blue,8,5,5,1,228
blue,3,7,3,1,239
red,2,2,1,1,227
red,7,3,5,1,222
red,4,11,0,0,218
red,5,9,7,0,182
red,1,6,1,0,211
blue,8,3,6,1,253
blue,12,6,16,1,202
blue,4,4,5,1,257
blue,8,6,11,1,200
red,5,10,5,0,176
blue,7,3,9,0,228
blue,8,6,7,0,248
blue,10,9,10,0,212
blue,10,4,6,1,192
red,5,6,10,0,229
blue,9,7,10,0,209
red,9,5,6,0,218
red,8,8,7,1,213
red,10,15,8,0,202
red,8,10,7,0,185
blue,2,4,2,0,229
red,8,11,10,0,241
red,6,4,8,1,227
red,7,10,9,0,181
red,4,9,4,0,201
red,1,6,0,0,213
blue,11,7,14,1,214
red,8,6,14,1,227
blue,14,3,16,0,227
red,8,6,9,0,190
red,3,8,3,0,216
red,9,4,7,0,211
red,3,3,3,0,205
red,5,6,6,0,200
red,10,10,10,1,163
red,3,5,2,0,227
red,6,8,8,0,200
blue,7,2,6,0,209
red,8,8,12,0,188
blue,4,6,2,1,205
red,10,4,13,0,220
red,5,4,9,0,222
red,1,7,2,0,222
blue,6,5,9,0,263
red,3,3,3,0,239
blue,4,4,8,1,239
red,5,11,8,0,224
red,8,10,8,0,209
red,7,12,9,0,194
blue,7,10,9,0,199
red,4,6,2,1,201
red,3,12,2,0,215
blue,6,4,6,1,216
blue,8,5,7,0,207
blue,4,7,4,1,213
blue,9,2,9,0,232
blue,13,5,21,1,204
blue,5,3,3,0,255
blue,3,7,3,1,193
red,9,10,14,0,232
blue,6,4,5,0,245
blue,9,2,5,1,272
blue,5,7,6,0,217
red,6,8,9,0,215
blue,11,5,14,0,193
blue,6,3,5,0,232
red,11,9,10,1,203
blue,2,9,4,0,225
red,4,14,2,0,170
blue,6,8,7,1,217
red,2,6,1,0,214
blue,7,6,9,1,212
blue,14,4,11,1,225
blue,12,5,11,0,222
blue,10,4,12,1,240
blue,6,6,7,0,224
red,2,3,2,0,245
red,3,3,2,0,243
blue,10,4,11,0,252
blue,4,3,5,0,227
red,5,10,4,0,199
blue,4,6,3,0,192
red,5,7,7,1,229
blue,4,4,3,0,222
red,9,8,8,1,208
red,4,16,5,0,171
blue,6,6,5,0,207
blue,9,6,9,0,218
red,1,6,3,1,198
red,4,11,3,0,253
red,3,6,3,0,238
red,8,8,8,1,196
blue,4,3,3,0,206
blue,7,5,12,1,223
red,7,11,7,0,222
blue,7,4,9,0,215
blue,15,2,17,1,252
red,9,7,11,0,220
blue,13,3,15,1,249
red,4,9,3,0,234
blue,9,6,10,1,228
red,6,15,6,0,166
blue,9,0,9,1,231
blue,7,4,8,0,224
blue,3,2,3,1,217
blue,8,5,7,0,232
red,9,5,4,0,236
red,9,11,10,0,201
red,7,15,6,0,219
red,4,7,4,0,188
red,9,8,9,1,245
red,7,11,10,0,209
blue,4,2,6,0,235
red,5,6,5,0,229
blue,11,4,11,0,223
blue,4,4,4,0,198
red,3,4,4,1,236
blue,13,5,13,1,217
red,1,8,1,0,223
red,8,3,7,1,250
red,6,11,8,0,254
blue,6,6,6,1,216
red,4,3,4,0,237
red,7,7,5,1,185
red,3,4,2,1,213
blue,5,4,2,1,209
red,5,8,5,0,231
red,3,8,3,0,201
blue,3,4,6,0,217
red,2,9,2,0,221
red,6,8,4,0,239
blue,9,4,10,0,219
blue,8,1,8,0,242
blue,11,6,13,0,240
blue,5,5,6,0,210
blue,5,2,1,0,203
red,5,11,8,1,236
blue,4,3,2,1,236
red,2,3,2,1,230
red,5,7,7,0,202
red,3,10,2,0,204
red,1,4,1,1,229
red,5,2,2,0,232
blue,8,1,15,1,191
red,6,6,5,1,214
red,8,5,5,1,188
red,10,5,11,0,224
blue,11,1,8,1,230
red,6,3,5,1,232
red,8,11,12,0,210
blue,8,6,8,0,203
red,7,6,11,0,216
blue,8,3,8,1,245
red,4,8,5,1,245
blue,9,4,11,0,235
red,4,3,7,1,210
blue,6,6,3,0,229
red,5,7,4,0,184
red,8,11,9,0,193
blue,12,13,15,0,173
red,2,9,2,0,195
blue,11,13,11,0,198
blue,5,6,8,0,206
blue,8,4,11,0,246
blue,4,4,0,0,250
blue,13,5,11,1,239
blue,12,6,19,0,216
blue,4,7,5,0,210
red,6,3,5,0,201
red,3,10,6,0,192
red,6,10,4,0,194
blue,8,3,8,1,208
blue,3,9,3,1,237
blue,2,2,1,0,233
red,9,12,9,0,243
red,4,10,4,0,191
red,6,8,8,0,199
blue,10,5,6,0,257
blue,6,6,8,1,236
blue,11,5,9,1,202
red,2,14,3,0,219
red,2,6,5,1,230
red,6,8,9,1,236
red,1,10,0,0,215
red,7,8,7,0,177
blue,4,6,4,0,242
blue,11,8,12,1,219
blue,6,4,11,0,239
blue,8,4,10,0,250
red,5,7,4,0,196
blue,8,5,7,1,219
red,3,1,4,0,237
red,4,12,6,0,213
red,1,5,1,0,235
blue,10,10,7,0,202
blue,6,3,5,1,233
blue,6,6,5,1,207
blue,17,4,20,1,202
red,9,9,8,0,194
red,2,3,2,0,208
blue,4,5,5,0,210
red,3,6,0,1,206
red,4,4,5,0,247
blue,8,8,8,0,228
blue,6,2,9,0,242
red,5,7,4,1,236
blue,10,9,10,1,213
blue,2,5,2,0,218
blue,8,6,8,0,227
red,4,7,5,0,213
blue,2,6,1,1,217
blue,6,4,8,1,226
red,4,7,4,0,233
blue,9,11,16,0,186
red,8,8,7,0,227
blue,12,4,13,0,198
red,5,11,4,0,187
red,5,4,10,0,218
blue,9,4,8,1,260
red,6,8,8,0,178
blue,7,2,3,1,255
blue,7,2,9,0,207
red,8,15,9,1,168
blue,6,5,7,1,220
blue,6,4,8,1,178
blue,7,4,8,1,205
red,15,7,13,0,209
red,2,3,0,0,216
blue,5,1,7,0,260
red,2,5,1,1,211
red,8,6,14,0,203
blue,2,5,1,0,234
blue,8,6,8,1,186
blue,4,5,4,0,230
red,4,3,7,0,192
blue,4,3,7,0,223
blue,7,2,2,1,246
blue,4,10,8,0,183
red,4,3,5,1,219
red,7,6,6,0,232
red,3,5,3,0,214
red,7,7,9,0,229
blue,4,10,2,0,252
blue,11,5,5,1,242
blue,8,5,5,0,213
red,2,6,3,0,211
red,7,10,9,1,205
blue,5,4,7,0,256
red,3,15,3,0,183
blue,2,0,2,0,230
blue,8,3,9,1,249
blue,6,9,10,0,213
red,7,6,10,0,228
red,13,8,10,0,204
blue,8,3,5,0,231
blue,8,3,6,1,246
blue,6,1,7,0,246
red,7,15,13,0,184
blue,7,7,6,0,202
red,4,6,6,1,236
red,3,5,5,0,209
blue,16,7,18,1,200
red,5,4,2,0,228
red,3,9,4,0,222
blue,8,7,10,0,236
blue,1,0,1,0,254
red,9,5,10,0,241
red,5,9,5,0,234
blue,5,3,8,1,249
blue,5,8,7,0,230
blue,7,5,5,1,191
red,5,6,0,1,247
red,5,11,6,0,215
blue,12,5,16,1,213
red,5,5,5,0,236
red,1,10,1,0,215
blue,6,2,7,0,247
blue,7,7,5,1,229
red,1,6,1,1,220
blue,7,3,13,0,208
blue,5,1,5,0,250
red,6,0,6,1,261
red,11,14,10,0,158
red,6,10,6,0,221
red,4,9,2,0,195
red,7,9,8,0,217
red,4,5,3,1,242
blue,5,6,5,1,194
blue,7,10,6,0,184
red,9,10,8,1,203
blue,8,7,10,1,242
red,3,10,1,0,200
red,2,10,2,1,203
blue,8,2,13,1,228
red,5,8,3,1,227
blue,5,1,4,0,245
blue,7,5,10,0,218
red,7,6,6,0,209
blue,6,6,4,0,180
red,3,3,1,0,218
red,4,8,8,0,220
blue,3,2,3,0,250
blue,8,8,12,0,221
red,3,7,5,0,212
blue,11,5,11,0,217
red,0,3,0,0,243
blue,4,4,5,0,242
red,2,9,0,0,210
red,3,3,4,1,260
red,5,3,5,1,213
blue,9,9,6,1,218
red,2,9,2,0,239
red,1,14,1,0,187
red,9,6,11,1,220
red,4,8,2,0,228
red,7,7,6,0,218
blue,4,4,1,0,259
red,4,9,2,0,170
red,4,7,4,0,205
blue,7,2,7,0,238
blue,9,3,13,1,261
blue,7,3,6,0,252
